id,name,kana,area,category,lat,lng,zoom,url,image,description,電話番号,住所,アクセス,営業時間,定休日,料金,決済方法,駐車場,駐車場：大型バスの駐車,ウェブサイト,駐車場：台数,関連資料,駐車場：備考,備考,オンライン予約,メールアドレス,similar1,similar2,similar3,dissimilar1,dissimilar2,dissimilar3
detail_1186,「ちひろの生まれた家」記念館,「ちひろのうまれたいえ」きねんかん,"丹南,越前市","歴史・文化・史跡,博物館・美術館・資料館",35.899901,136.166938,16,https://www.fuku-e.com/spot/detail_1186.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1186/1186_1_l.jpg,越前市出身の絵本画家いわさきちひろの生家です。本館は当時の趣を随所に残し、2階ギャラリーでは年数会期の企画展を開催しています。また、絵本ライブラリーやミニシアターを備えた別館にはセルフカフェコーナーも併設、ちひろの世界をゆっくり楽しむことが…,「ちひろの生まれた家」記念館 0778-66-7112,福井県越前市天王町4-14,JR北陸本線武生駅から徒歩10分/北陸自動車道武生ＩＣより車で約15分,10:00～16:00,毎週火曜日(祝日の場合は翌日)年末年始,300円(高校生以下は無料),,,,http://chihironoie.jp/,,,,,,,detail_1586,detail_5325,detail_1181,detail_1395,detail_4846,detail_1640
detail_1187,敦賀市立博物館,つるがしりつはくぶつかん,"若狭路,敦賀市","歴史・文化・史跡,博物館・美術館・資料館",35.656539,136.06875,16,https://www.fuku-e.com/spot/detail_1187.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1187/1187_1_l.jpg,建物は昭和2年に郷土の偉人・大和田荘七が建てた旧大和田銀行本店です。国の重要文化財に指定されており、当時の敦賀港の繁栄を象徴する豪華なつくりで、北陸で最初のエレベーターや大理石のカウンター、見上げるほどの大金庫など建物そのものも見所満載です…,"敦賀市立博物館
0770-25-7033",福井県敦賀市相生町7-8,"JR敦賀駅からコミュニティバス「松原線」で「山車会館」下車/JR敦賀駅から「ぐるっと敦賀周遊バス」で「博物館通り」下車すぐ
/北陸自動車道敦賀ICから車で約10分",10:00～17:00,毎週月曜日・祝日の翌日・年末年始,"一般300円(250円)
高校生以下無料
※()内は20名以上の団体料金です。
※家庭の日(毎月第3日曜日は無料会館)",,,,https://www.city.tsuruga.lg.jp/about_city/news_from_facility/gaibu_shisetsu/hakubutsukan/museum.html,,,,,,,detail_1134,detail_1172,detail_1210,detail_2025,detail_2017,detail_4311
detail_1188,くずりゅう化石ラボ　ガ・オーノ（和泉郷土資料館）,くずりゅうかせきらぼ　が・おーの（いずみきょうどしりょうかん）,"永平寺・奥越,大野市","歴史・文化・史跡,博物館・美術館・資料館",35.905371,136.662943,16,https://www.fuku-e.com/spot/detail_1188.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1188/1188_3_l.jpg,令和5年4月16日（日）にリニューアルオープン！和泉地区や近隣市町村で発見された世界最古級のティラノサウルス科の歯、日本最古の鳥の足跡、世界で唯一発見されたトカゲなど、世界から関心を集める化石や、当地がかつては海中であったことを示すアンモナイ…,和泉郷土資料館 0779-78-2845,福井県大野市朝日25-7,JR九頭竜湖駅から徒歩2分/北陸自動車道福井ICから車で60分/東海北陸自動車道白鳥ICから車で45分,"平日9:00～16:00
日曜・祝日9:00～17:00",毎週月曜日(祝日の場合は翌日)・祝日の翌日・年末年始(12/27～1/4)・館内整理期間,大人:300円、団体(30名以上)150円、障がい者:150円、中学生以下:無料,,,,https://www.ono-kankou.jp/tourism/detail.php?cd=49,,,,,,,detail_1621,detail_1216,detail_5480,detail_4839,detail_5713,detail_5008
detail_1190,能面美術館,のうめんびじゅつかん,"丹南,池田町","歴史・文化・史跡,博物館・美術館・資料館",35.861746,136.362828,16,https://www.fuku-e.com/spot/detail_1190.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1190/1190_5_l.jpg,池田町は各神社に多くの古面があり、「能楽の里」として知られています。館内には古くから伝わる能面や、能面師が打った面など、100面を超える能面が展示されています。定期的に面打ち教室も開催されており、全国から愛好家や能面師が訪れています。(面打ち…, 能面美術館 0778-44-7757,福井県池田町志津原17-2,北陸自動車道「武生IC」または「鯖江IC」から車で35分/北陸自動車道「福井IC」から車で40分,10:00～16:00(平日)、10:00～17:00(土・日・祝),火曜日(祝日の場合は翌日)、年末年始,大人300円、小中学生200円、幼児無料,,あり,,https://www.e-ikeda.jp/see/p004045.html,30,,公衆トイレあり,,,,detail_1091,detail_2136,detail_1586,detail_1640,detail_2017,detail_5713
detail_1191,白山平泉寺歴史探遊館　まほろば,はくさんへいせんじれきしたんゆうかんまほろば,"永平寺・奥越,勝山市","歴史・文化・史跡,博物館・美術館・資料館",36.04362272529414,136.53580286640934,17,https://www.fuku-e.com/spot/detail_1191.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1191/1191_4_l.jpg,白山平泉寺の総合案内施設です。タッチパネルやハイビジョン映像、発掘調査で出土した遺物などが展示されており、平泉寺の歴史や発掘状況、史跡散策の見どころを来訪者に紹介するガイダンス施設です。その他にも白山平泉寺が開かれたもととなった白山信仰や…,"TEL:0779-87-6001
FAX:0779-87-6002（白山平泉寺歴史探遊館　まほろば）",福井県勝山市平泉寺町平泉寺66-2-12,"●公共交通
えちぜん鉄道勝山駅　から　平泉寺線バス乗車13分、平泉寺神社前下車
　【休日限定】観光バスダイナゴン(平泉寺方面※12月～3月中旬運休)に勝山駅で乗車（約13分）平泉寺神社前下車
●自家用車
中部縦貫自動車道勝山ICから車で15分",9:00～17:00(入館は16:30まで),年末年始(12/29～1/3),無料 ,現金　＊お土産、書籍の販売有,あり,5台,http://www.city.katsuyama.fukui.jp/heisenji/mahoroba/,30台,,「まつや」前駐車場、または白山平泉寺第1、第2駐車場をご利用ください,,,,detail_4923,detail_6284,detail_4966,detail_5713,detail_6102,detail_4150
detail_1192,はたや記念館　ゆめおーれ勝山,はたやきねんかんゆめおーれかつやま,"永平寺・奥越,勝山市","伝統工芸,歴史・文化・史跡,博物館・美術館・資料館",36.0617763,136.5031408,16,https://www.fuku-e.com/spot/detail_1192.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1192/1192_3_l.jpg,はたや記念館「ゆめおーれ勝山」は、大人からこどもまで楽しめる織物ミュージアム。明治38年(1905年)から平成10年(1998年)まで勝山の中堅機業場として操業していた建物を保存・活用したもので、勝山市指定文化財、国の近代化遺産に認定されています。1階はま…,0779-87-1200　　FAX　0779-87-1221（はたや記念館　ゆめおーれ勝山）,福井県勝山市昭和町1-7-40,中部縦貫自動車道勝山ICから車で10分/えちぜん鉄道勝山駅からコミュニティバス等乗車～ゆめおーれ勝山前下車,"9:00～17:00　
※カフェは10:00～19:00",水曜日(祝日の場合は翌日)、年末年始(12/29～1/2),"入館無料
手織体験　500円
まゆ玉クラフト体験　500円
麻糸コースター織り体験　700円",,あり,,http://www.city.katsuyama.fukui.jp/hataya/,30,,,,,,detail_1169,detail_4836,detail_4923,detail_2017,detail_1395,detail_6102
detail_1193,福井県立恐竜博物館,ふくいけんきょうりゅうはくぶつかん,"永平寺・奥越,勝山市","恐竜,歴史・文化・史跡,博物館・美術館・資料館",36.0836435,136.5066581,16,https://www.fuku-e.com/spot/detail_1193.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1193/1193_10_l.jpg,画像提供：＜福井県立恐竜博物館提供＞恐竜化石の宝庫として全国的にその名が知られている福井県勝山市にある、世界有数の規模の博物館です。広大な無柱空間には、所狭しと恐竜骨格や化石・標本、ジオラマ、復元模型などが展示されており、大迫力の恐竜を間…,福井県立恐竜博物館 0779-88-0001,福井県勝山市村岡町寺尾51-11,えちぜん鉄道勝山駅からコミュニティバスにて約15分またはタクシーにて約10分/中部縦貫自動車道勝山ICから車で約10分,"9～17時(入館は16時30分まで)
※GWおよび夏休み期間は8時30分～18時(入館は17時30分まで)",第2、第4水曜日(祝日の時は翌日が休館、夏休み期間は無休)および年末年始(12月31日、1月1日) ただし、展示替えや施設点検のための臨時休館日有(詳細はＨＰまたは電話にてご確認ください),"一般　１，０００円
一般（団体）８００円
一般（年間パスポート）３，０００円

高校生・大学生　８００円
高校生・大学生（団体）６４０円
高校生・大学生（年間パスポート）２，４００円

小学生・中学生　５００円
小学生・中学生（団体）４００円
小学生・中学生（年間パスポート）１，５００円

７０歳以上　５００円
７０歳以上（団体）４００円
７０歳以上（年間パスポート）１，５００円
※小学校就学前の始期に達するまでの者については無料
※常設展３０人以上の場合に団体料金を適用
※化石研究展示は定員数が少ないため団体料金の設定なし",,あり,,"http://www.dinosaur.pref.fukui.jp/,https://www.fuku-e.com/feature/kyouryu,https://www.dinosaur.pref.fukui.jp/guide/access.html",1500,,,リニューアル改修工事に伴い、2022年12月～2023年夏のリニューアルオープンまで臨時休館しています。,https://www.dinosaur.pref.fukui.jp/guide/ticket.html,,detail_2086,detail_5480,detail_5929,detail_5713,detail_2025,detail_2017
detail_1194,福井県こども家族館,ふくいけんこどもかぞくかん,"若狭路,おおい町","歴史・文化・史跡,博物館・美術館・資料館",35.4819127,135.6281724,14,https://www.fuku-e.com/spot/detail_1194.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1194/1194_1_l.jpg,ものづくりやクッキングが体験できる工房ゾーン、大型帆船での冒険や日本最大級のボールプールが楽しめるあそび探検ゾーン、乳幼児連れの親子が安心して遊びくつろげる交流ゾーン、子どもたちを家族館の世界へと導くエントランスゾーンなど、遊び・学び・体…,福井県こども家族館 0770-77-3211,福井県おおい町成海1-1-1,JR若狭本郷駅から車で5分、徒歩15分/舞鶴若狭自動車道小浜西ICから6分、大飯高浜ICから15分,9:30～17:00　(夏休み期間中　7/21～8/31　9:30～18:00),月曜日(祝日を除く)、祝日の翌日(土日祝日を除く)、年末年始　(夏休み期間中は無休),無料(あそび探検ゾーンは大人210円、小中高生100円),,あり,10,http://www.kodomokazokukan.jp/,70,,,,,,detail_1319,detail_1609,detail_5818,detail_1667,detail_1548,detail_1640
detail_1195,福井県自然保護センター,ふくいけんしぜんほごせんたー,"永平寺・奥越,大野市",歴史・文化・史跡,36.0206343,136.5814396,16,https://www.fuku-e.com/spot/detail_1195.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1195/1195_1_l.jpg,約28ヘクタールの自然観察の森の中に、センター本館と観察棟が建てられている。本館には福井の自然をわかりやすく展示した展示ホールを始め、レクチャーホールや資料室などがある。観察棟のほうには、1階に40人ほど収容可能なプラネタリウム室、2階に野外観…,福井県自然保護センター 0779-67-1655,福井県大野市南六呂師169-11-2,"北陸自動車道福井ICから車で60分
中部縦貫自動車道大野ICから車で30分",9:00～17:00,毎週月曜日(祝日は除く)祝日の翌日年末年始(12月28日～1月4日)ただし、夏休みは毎日開館館内整理期間,入館無料,,,,http://fncc.pref.fukui.lg.jp/,,,,,,,detail_1202,detail_1428,detail_5563,detail_5713,detail_1025,detail_1494
detail_1196,福井県陶芸館,ふくいけんとうげいかん,"丹南,越前町","伝統工芸,歴史・文化・史跡,博物館・美術館・資料館",35.9348693,136.0582881,16,https://www.fuku-e.com/spot/detail_1196.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1196/1196_1_l.jpg,日本六古窯の1つに数えられる越前焼の振興を目的として、昭和46年(1971)に開館。越前焼の歴史の解説や現在の越前焼の展示販売、窯元実演などを行っています。陶芸教室では、オリジナルの越前焼をつくることもできます。・・　★福井県陶芸館で開催しているイ…,福井県陶芸館 0778-32-2174,福井県越前町小曽原120-61,JR武生駅からかれい崎行き福鉄バスで30分、「陶芸村口」下車後、徒歩10分/北陸自動車道武生または鯖江ICから車で30分,開館時間9:00～17:00　　＊入館は16:30まで,月曜日(休日を除く)、休日の翌日(土・日・休日を除く)、年末年始,"スペシャルパスポート(福井県陶芸館・越前古窯博物館+呈茶)1,000円
共通入館券(福井県陶芸館・越前古窯博物館)500円
福井県陶芸館 資料館 300円

呈茶(隣接する越前古窯博物館にてご提供いたします)
お抹茶　生菓子付　600円
お抹茶　お干菓子付　400円
",,,,http://www.tougeikan.jp/,,,,,,,detail_1614,detail_1403,detail_5993,detail_4840,detail_4853,detail_4311
detail_1197,福井県立一乗谷朝倉氏遺跡資料館,ふくいけんりついちじょうだにあさくらしいせきしりょうかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.015443,136.299097,16,https://www.fuku-e.com/spot/detail_1197.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1197/1197_1_l.jpg,一乗谷朝倉氏遺跡から発掘された資料や道具などを保存している。一乗谷朝倉氏遺跡博物館がオープンしたため、現在はホールやロビーを団体客用に提供するなどしている。,0776-41-2301（福井県立一乗谷朝倉氏遺跡資料館 ）,福井県福井市安波賀町4-10,"JR福井駅から一乗谷朝倉特急バス、「朝倉資料館前」下車すぐ。
福井駅からJR越美北線で、一乗谷駅下車、徒歩15分。
北陸自動車道福井ICから車で10分。",,年末年始,,,あり,,"https://www.fuku-e.com/spot/detail_5625.html,https://ichijo-dani.com/",,,,,,,detail_5625,detail_1162,detail_1184,detail_2017,detail_2120,detail_2008
detail_1198,福井県立こども歴史文化館,ふくいけんりつこどもれきしぶんかかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.061587,136.234132,16,https://www.fuku-e.com/spot/detail_1198.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1198/1198_1_l.jpg,こども歴史文化館では、遠い昔の大王(おおきみ)から、いま現在がんばっている人まで、福井県にゆかりの人物、「先人」と「達人」を数多く紹介しています。また、漢字研究の第一人者であった白川博士、ノーベル物理学賞を受賞された南部博士についても取りあ…,福井県立こども歴史文化館 0776-21-1500,福井県福井市城東1-18-21,"フレンドリーバス<無料>…北ルート　「こども歴史文化館」下車（毎時0分発のこども歴史文化館先回りで4分）
コミュニティーバスすまいる<100円>…東ルート　城東・日之出方面「城東1丁目」下車徒歩2分",9:00～17:00(入館は16:30まで),毎週月曜日、休日の翌日、年末年始(12月28日～1月4日),無料,,あり,,,,,,,,,detail_1167,detail_1200,detail_1138,detail_2025,detail_4311,detail_4846
detail_1199,福井県立美術館,ふくいけんりつびじゅつかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.0785345,136.2152504,16,https://www.fuku-e.com/spot/detail_1199.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1199/1199_1_l.jpg,岡倉天心関係の近代日本画を中心として、福井ゆかりの作品や西洋版画などを収集しており、常設展で逐次公開しています。また企画展の開催、実技研修なども行っています。,福井県立美術館 0776-25-0452,福井県福井市文京3-16-1,JR福井駅前から京福バス藤島・乾徳線「藤島高校・美術館前」下車すぐ/北陸自動車道福井北ICから車で10分,9:00～17:00(入館は16:30まで),年末年始(12月29日～1月2日)　展示替えや点検等のための臨時休館日,"大人・・・100円
団体(20人以上)・・・80円
高校生以下、70歳以上、身体障がい者・・・無料",,あり,,http://info.pref.fukui.jp/bunka/bijutukan/bunkal.html,,,,,,,detail_1203,detail_1206,detail_1222,detail_1291,detail_1338,detail_5713
detail_1200,福井県立歴史博物館,ふくいけんりつれきしはくぶつかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.0826773,136.2223405,16,https://www.fuku-e.com/spot/detail_1200.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1200/1200_4_l.jpg,古代から現代にいたるまで、ふくいの歴史をわかりやすく展示しています。本物の資料や原寸大ジオラマなど目で見て楽しめる展示で福井の歴史をたどる「歴史ゾーン」、なつかしい昭和30～40年代のふくいの人々の暮らしを音や明かりまで忠実に再現した「昭和の…,福井県立歴史博物館 0776-22-4675,福井県福井市大宮2-19-15,JR福井駅前から京福バス高木線「県立歴史博物館前」下車すぐ/北陸自動車道福井北ICから車で10分,9:00～17:00(入館は16:30まで),年末年始(12月29日～1月2日)　展示替えや点検等のための臨時休館日,"大人・・・100円
団体(20人以上)・・・80円
高校生以下、70歳以上、身体障がい者・・・無料",,あり,,http://www.pref.fukui.jp/muse/Cul-Hist/,,,,,,,detail_1204,detail_1614,detail_1203,detail_2025,detail_4846,detail_2017
detail_1201,福井市愛宕坂茶道美術館,ふくいしあたござかさどうびじゅつかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.0599883,136.2111344,16,https://www.fuku-e.com/spot/detail_1201.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1201/1201_7_l.jpg,略年表による茶道史の概説、一乗谷朝倉氏遺跡の調査によって判明した戦国時代の茶の湯、茶道を取り巻く文化の紹介、国指定名勝「養浩館庭園」にみられる福井藩主松平家における茶道など、4つのコーナーで福井市の茶道の歴史を判りやすく紹介しています。愛宕…,福井市愛宕坂茶道美術館 0776-33-3933,福井県福井市足羽1-8-5,JR福井駅から徒歩20分/コミュニティバスすまいる(照手・足羽方面ルート)、愛宕坂下車徒歩約1分/京福バス運動公園線(道守高校先回り)か清水グリーンライン線で久保町下車 徒歩約2分/北陸自動車道福井ICから車で15分,9:00～17:15(入館は16:45まで),年末年始,"大人 ・・・・100円
団体(20人以上) ・・・・ 50円
小人(中学生まで)・70歳以上・障碍者手帳をお持ちの方 ・・・・ 無料",,あり,,"http://www.fukui-rekimachi.jp/atagozaka/,https://fuku-iro.jp/blog/detail_12.html",,,,"無料開放日・・・家庭の日(毎月題3日曜日)

文化の日(11月3日)

ふるさとの日(2月7日)",,,detail_1153,detail_1614,detail_5137,detail_2017,detail_2025,detail_1619
detail_1202,福井市自然史博物館,ふくいししぜんしはくぶつかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.056629,136.209555,16,https://www.fuku-e.com/spot/detail_1202.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1202/1202_2_l.jpg,福井の自然に関する資料を一堂に集めた博物館。常設展示では、実物標本、ジオラマ、映像などを組み合わせて、福井県内の自然やその生い立ちについてわかりやすく展示。屋上展望所やテラスからは、福井平野を一望できます。また、足羽山のビジターセンターと…,福井市自然史博物館 0776-35-2844,福井県福井市足羽上町147,JR福井駅から徒歩30分/JR福井駅前から清水グリーンライン(74系統)京福バス「足羽山公園下」「不動山口」下車徒歩10分/コミュニティバスすまいる西ルート(足羽・照手方面)「愛宕坂」下車徒歩約10分/福井鉄道福武線「足羽山公園口駅」「商工会議所前駅」下車徒歩約20分,９：００～１７：１５（入館は１６：４５まで）,毎週月曜日(祝日の場合は翌日)・祝日の翌日・年末年始(12/28～1/4),"一般 100円
70歳以上・中学生以下・障害者　無料",,あり,,"http://www.nature.museum.city.fukui.fukui.jp/,https://www.fuku-e.com/fukutabi/detail_60.html,https://fuku-iro.jp/fukuiromikke/asuwayama-kankou/",,,,"無料開放日・・・家庭の日(毎月題3日曜日)
山の日(8月11日)
文化の日(11月3日)
ふるさとの日(2月7日)
関西文化の日
",,,detail_1195,detail_1222,detail_1614,detail_5713,detail_6102,detail_2008
detail_1203,福井市美術館(アートラボふくい),ふくいしびじゅつかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館",36.038996,136.234074,16,https://www.fuku-e.com/spot/detail_1203.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1203/1203_1_l.jpg,福井市美術館は、第2次世界大戦前後の動乱期をフランスで過ごした本市ゆかりの彫刻家高田博厚の作品を収蔵、展示しています。そして、幅広い文化人との交友を持つ高田を軸として、さまざまな分野の展覧会を企画し、優れた芸術作品を目にする機会を提供してい…,福井市美術館 0776-33-2990,福井県福井市下馬3-111,"北陸自動車道福井I.C.より約10分
フレンドリーバス北ルート「福井市美術館」下車すぐ",9:00～17:15　入館は閉館の30分前まで,"毎週月曜日
祝日の翌日(日曜は除く)","おとな(高校生以上)100円
こども(中学生以下)・70歳以上・障がい者無料",,あり,,http://www.art.museum.city.fukui.fukui.jp/,,,,"
無料開放日・・・家庭の日(毎月題3日曜日)

文化の日(11月3日)

ふるさとの日(2月7日)",,,detail_1222,detail_1177,detail_1205,detail_1338,detail_1341,detail_1508
detail_1204,福井市立郷土歴史博物館,ふくいしりつきょうどれきしはくぶつかん,"あわら・坂井・福井市,福井市","歴史・文化・史跡,博物館・美術館・資料館,ガイド",36.0683158,136.2228971,16,https://www.fuku-e.com/spot/detail_1204.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1204/1204_1_l.jpg,福井藩主であった松平家の資料を中心に、城下町の暮らしぶりや戦災、震災などの資料を常設展示しています。福井城本丸や九十九橋の復元模型やCGを使った展示なども見どころです。さらに、江戸時代の衣服や道具を体験できる「へんしん越前屋」では江戸時代の…,福井市立郷土歴史博物館 0776-21-0489,福井県福井市宝永3-12-1,JR福井駅から徒歩15分/北陸自動車道福井ICから車で20分,"9:00～19:00(3月1日～11月5日)*ただし入館は18:30まで
9:00～17:00(11月6日～2月末日)*ただし入館は16:30まで",年末年始(12月28日～1月4日)と展示替えによる臨時休館日。,"大人(15歳以上)220円
平常展示観覧料(大人)+養浩館庭園入園料 350円

中学生以下、70歳以上、障害者手帳、療育手帳、精神障害者手帳の交付を受けている方とその介助者の方は、無料で入館いただけます。
",,あり,,"http://www.history.museum.city.fukui.fukui.jp/,https://fuku-iro.jp/feature/10,https://fuku-iro.jp/course/detail_13.html",,,,"無料開放日・・・家庭の日(毎月題3日曜日)

文化の日(11月3日)

ふるさとの日(2月7日)",,,detail_1126,detail_1200,detail_1614,detail_1395,detail_2025,detail_2017
detail_1205,松木庄吉美術記念館・郷土史料館,まつきしょうきちびじゅつきねんかん・きょうどしりょうかん,"若狭路,おおい町","歴史・文化・史跡,博物館・美術館・資料館",35.483732,135.611856,16,https://www.fuku-e.com/spot/detail_1205.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1205/1205_1_l.jpg,福井県若狭町で生まれ、おおい町本郷で育った彫刻家松木庄吉が残した作品群と古代から現代までのおおい町の歴史や暮らしぶりなどを展示しています。,おおい町立松木庄吉美術記念館・郷土史料館 0770-77-2820,福井県おおい町成和2-1-1(プレーパークおおい内),JR若狭本郷駅から徒歩5分/舞鶴若狭自動車道小浜西ICから5分、大飯高浜ICから15分,9:00～18:00,月曜日、年末年始、祝日の翌日、毎月第4木曜日,100円(団体30人以上80円)、中学生以下・70歳以上無料,,あり,,,10,,,,,,detail_1177,detail_1181,detail_1203,detail_2017,detail_1395,detail_4840
detail_1206,まなべの館,まなべのやかた,"丹南,鯖江市","歴史・文化・史跡,博物館・美術館・資料館",35.9535161,136.1843632,16,https://www.fuku-e.com/spot/detail_1206.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1206/1206_1_l.jpg,アニメーション作家クリヨウジ氏や洋画家西山真一氏の作品のほか、古代から近世までの鯖江の変遷と歴史を学ぶことのできる常設展示室があり、企画展・特別展も随時開催されています。,鯖江市文化課・まなべの館 0778-51-5999,福井県鯖江市長泉寺町1-9-20,福井鉄道(西山公園駅)から徒歩3分、北陸自動車道鯖江ICから車で約10分,9:00～17:00(入館は16:30まで),月曜日(祝日の場合翌日)・祝日・年末年始(12月29日～1月3日),常設展 大人100円・小人50円,,あり,,https://www.city.sabae.fukui.jp/kanko/sightseeing/manabe.html,20,,,,,,detail_1586,detail_1222,detail_1177,detail_1640,detail_5713,detail_2120
detail_1208,坂井市龍翔博物館（旧みくに龍翔館）,みくにりゅうしょうはくぶつかん,"あわら・坂井・福井市,坂井市","歴史・文化・史跡,博物館・美術館・資料館",36.21988566161422,136.15139722824097,16,https://www.fuku-e.com/spot/detail_1208.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1208/1208_1_l.jpg,明治12年にオランダ人技師エッセルの設計で建築されたといわれる龍翔小学校を、郷土資料館として復元したものです。千石積ベザイ船の5分の1の模型、高さ11mの三国祭の山車は圧巻です。三国が生んだ作家・高見順の書斎の復元をはじめ、三国とゆかりの文学者た…,0776-82-5666,福井県坂井市三国町緑ｹ丘4丁目2-1,えちぜん鉄道三国駅から徒歩10分/北陸自動車道金津ICから車で25分,9~17時(入館は16時30分まで),水曜日(祝日の場合は翌日)、年末年始,"個人　400円
団体（30名以上）300円
年間パスポート　1,500円
※高校生以下は無料です。
※障害者手帳をお持ちの方は、手帳をご提示いただきますと割引になります。(200円)
※特別展の入館料はその都度ご案内します。",,あり,,https://ryusho-museum.jp/,乗⽤⾞22台、バス2台、ハートフルパーキング2台,,,,,,detail_4835,detail_1187,detail_1169,detail_6193,detail_2120,detail_5811
detail_1209,御食国若狭おばま食文化館,みけつくにわかさおばましょくぶんかかん,"若狭路,小浜市","歴史・文化・史跡,博物館・美術館・資料館",35.501277575183664,135.73745727539062,16,https://www.fuku-e.com/spot/detail_1209.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1209/1209_1_l.jpg,御食国若狭おばま食文化館には、食にまつわる歴史・文化や伝承料理などを展示する「ミュージアム」、郷土料理などを作り味わう「キッチンスタジオ」、若狭塗箸など伝統工芸体験ができる「若狭工房」、癒しを提供する「濱の湯」があり、若狭おばまの魅力を満…,御食国若狭おばま食文化館 0770-53-1000,福井県小浜市川崎3-4,JR小浜駅から車で約5分/舞鶴若狭自動車道小浜ICから車で約10分,"9:00～18:00(11月～2月は9:00～17:00)
足湯は冬期間(12月～4月上旬)閉鎖いたします。",毎週水曜日(祝日は開館)、年末年始　※温浴施設は毎月第3水曜日とメンテナンス日,"入館無料、キッチンスタジオ・工房体験・濱の湯有料
",,あり,,http://www1.city.obama.fukui.jp/obm/mermaid/,,,,,,,detail_2007,detail_1412,detail_1216,detail_1640,detail_4846,detail_5713
detail_1210,みなとつるが山車会館,みなとつるがやまかいかん,"若狭路,敦賀市","歴史・文化・史跡,博物館・美術館・資料館",35.656817,136.068932,16,https://www.fuku-e.com/spot/detail_1210.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1210/1210_1_l.jpg,敦賀まつりで巡行する山車を展示しています。6基の山車のうち3基が展示されており、スクリーンシアターで迫力ある山車巡行の映像が見られるほか、山車に飾られる甲冑や能面を見ることができます。明治37年築の大和田銀行初代本店建物を活用した別館には、市…,"みなとつるが山車会館
0770-21-5570",福井県敦賀市相生町7-6,JR敦賀駅からコミュニティバス「松原線」で「山車会館」下車/JR敦賀駅から「ぐるっと敦賀周遊バス」で「博物館通り」下車/北陸自動車道敦賀ICから車で約10分,10:00～17:00,毎週月曜日、祝日の翌日、年末年始、メンテナンスによる臨時休館有,"一般　300円(250円)
高校生以下無料
※()内は20名以上の団体料金
※家庭の日(毎月第3日曜日は無料会館)",,,,https://www.city.tsuruga.lg.jp/about_city/cityhall-facility/shiyakusho_shisetsu/gaibushisetsu/minatotsuruga.html,,,,,,,detail_1187,detail_5116,detail_1134,detail_6102,detail_2025,detail_2120
detail_1211,［現在休館中］森林の水ＰＲ館,もりのみずぴーあーるかん,"若狭路,小浜市","歴史・文化・史跡,博物館・美術館・資料館",35.465668382106934,135.7803726196289,16,https://www.fuku-e.com/spot/detail_1211.html,https://www.fuku-e.com/lsc/upfile/spot/0000/1211/1211_1_l.jpg,［現在休館中］若狭の遠敷明神が、仏様のためにお供えすると約束した若狭の清浄の水。この水の源であるこの地の豊かな森林や伝統工芸品を紹介するのがここ。奈良東大寺へのお水送りの一連の行事を若狭和紙人形、東大寺守屋管長の作品などで巧みに再現した展…,森林の水PR館　 0770-56-5606,福井県小浜市神宮寺5-30,JR東小浜駅から車で10分/舞鶴若狭自動車道小浜ICから車で約10分,休館中,休館中,,,あり,,,,,,,,,detail_1080,detail_2136,detail_1048,detail_2017,detail_1626,detail_1619
